date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:23	3412/3412	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b53c-d54%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/menu-animation.min.css?ver=3.8.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/menu-animation.min3fd0.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:24	88870/88870	---M-Z	200	added ('OK')	text/css	etag:W/%2262a9d844-15b26%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/css/dist/block-library/style.min.css?ver=6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/css/dist/block-library/style.minf049.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:25	4933/4933	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b72b-1345%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=7.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style7ef2.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:27	211622/211622	---M-Z	200	added ('OK')	text/css	etag:W/%2262b1b72b-33aa6%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=7.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style7ef2.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:28	22511/22511	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b74f-57ef%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.4.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.mine945.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:29	17307/17307	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b53d-439b%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout.min.css?ver=3.8.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout.min3fd0.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:31	5985/5985	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b53d-1761%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen.min.css?ver=3.8.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen.min3fd0.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:32	104928/104928	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b53c-199e0%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=3.8.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min3fd0.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:33	19128/19128	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b717-4ab8%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7816.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:34	107922/107922	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b718-1a592%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/css/frontend-lite.min1ed5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:36	1507/1507	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1bd3f-5e3%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/elementor/css/post-24888.css?ver=1655815487	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/elementor/css/post-24888964f.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:37	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b717-e7d0%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min1ed5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:39	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b717-684e%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min1ed5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:42	12851/12851	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1dc54-3233%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/elementor/css/post-25066.css?ver=1655823444	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/elementor/css/post-25066784e.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:43	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b717-e238%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:44	677/677	---M-Z	200	added ('OK')	text/css	etag:W/%2262b1b717-2a5%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:46	669/669	---M-Z	200	added ('OK')	text/css	etag:W/%2262b1b717-29d%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:51	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a9d845-15db1%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/jquery/jquery.minaf6c.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:52	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a9d845-2bd8%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:53	15055/15055	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b1b717-3acf%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min1ed5.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:55	40292/40292	---MCZ	200	added ('OK')	application/json	date:Tue,%2021%20Jun%202022%2018:50:49%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/wp-json/wp/v2/pages/25066	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-json/wp/v2/pages/25066.json	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:56	1065184/1065184	---MCZ	200	added ('OK')	application/json	date:Tue,%2021%20Jun%202022%2018:50:49%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/wp-json/	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-json/index.html	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:57	936/936	---MCZ	200	added ('OK')	text/xml	date:Tue,%2021%20Jun%202022%2018:50:51%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/xmlrpc.php?rsd	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/xmlrpc0db0.php	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:20:58	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2262a9d848-415%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/wlwmanifest.xml	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/wlwmanifest.xml	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:01	2387/2387	---M-Z	200	added ('OK')	application/json	date:Tue,%2021%20Jun%202022%2018:50:54%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwudroz-b34262.ingress-erytho.ewp.live%2F	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-json/oembed/1.0/embed7e9b.json	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:02	2462/2462	---M-Z	200	added ('OK')	text/xml	date:Tue,%2021%20Jun%202022%2018:50:57%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwudroz-b34262.ingress-erytho.ewp.live%2F&format=xml	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-json/oembed/1.0/embed9695	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:04	3226/3226	---M--	200	added ('OK')	image/webp	etag:%2262b1b6e1-c9a%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/Logo_Beta-removebg-preview-1-150x82.webp	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/Logo_Beta-removebg-preview-1-150x82.webp	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:05	5968/5968	---M--	200	added ('OK')	image/webp	etag:%2262b1b6e1-1750%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/Logo_Beta-removebg-preview-1.webp	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/Logo_Beta-removebg-preview-1.webp	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:06	1550/1550	---M--	200	added ('OK')	image/webp	etag:%2262b211c4-60e%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/logo-120x51.webp	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/logo-120x51.webp	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:09	12992/12992	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b718-32c0%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:09	160169/160169	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Jun%202022%2018:51:03%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/about/	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/about/index.html	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:10	196018/196018	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jun%202022%2018:51:03%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/all-courses/	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/all-courses/index.html	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:11	152770/152770	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jun%202022%2018:51:03%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/contact/	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/contact/index.html	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:11	11104/11104	---M--	200	added ('OK')	image/webp	etag:%2262b1cb17-2b60%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/Pharmacist.webp	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/Pharmacist.webp	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:14	111622/111622	---M--	200	added ('OK')	image/webp	etag:%2262b1d4b3-1b406%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/ab85bd_486a6dd00b69465bac6aa736bb90d5b7_mv2.webp	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/uploads/2022/06/ab85bd_486a6dd00b69465bac6aa736bb90d5b7_mv2.webp	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2021%20Jun%202022%2018:51:09%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/%22https:////player.vimeo.com//video//241132035?h=9e274df0d3\%22	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/_https_/player.vimeo.com/video/241132035.244d5c.delayed	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:17	116665/116665	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jun%202022%2018:51:11%20GMT	https://wudroz-b34262.ingress-erytho.ewp.live/%22https:/player.vimeo.com/video/241132035?h=9e274df0d3%22	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/_https_/player.vimeo.com/video/241132035.257e4c.delayed	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:19	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1b717-4824%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/animations/animations.min1ed5.css	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:20	16489/16489	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b53c-4069%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.8.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/themes/astra/assets/js/minified/frontend.min3fd0.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:22	9533/9533	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b729-253d%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.6.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min437d.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:23	3037/3037	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b729-bdd%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=6.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min31dc.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:24	1834/1834	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b729-72a%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.6.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min2aac.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:25	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b729-85b%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=6.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min31dc.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:27	2938/2938	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b729-b7a%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=6.6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min31dc.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:28	4960/4960	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b717-1360%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/js/webpack.runtime.min1ed5.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:30	14277/14277	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b717-37c5%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/js/frontend-modules.min1ed5.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:31	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b717-2fa6%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:33	20715/20715	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a9d845-50eb%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/jquery/ui/core.min0028.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:34	37741/37741	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b1b717-936d%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.6	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/elementor/assets/js/frontend.min1ed5.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:36	18911/18911	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a9d846-49df%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/underscore.min.js?ver=1.13.3	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/underscore.minb37e.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:37	1340/1340	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a9d845-53c%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/wp-util.min.js?ver=6.0	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-includes/js/wp-util.minf049.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
00:21:38	754/754	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b1b74e-2f2%22	https://wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.4.2	C:/Users/Partha/Desktop/Survey%20Form/Pharmacy/wudroz-b34262.ingress-erytho.ewp.live/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.mine945.js	(from https://wudroz-b34262.ingress-erytho.ewp.live/)
